geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
RSG1	2	1	0	0	1	5	9	54	0	1	0	0	0	0	0	0	0	3	6	63	4615	0	0
FBXO42	590	1507	68	16	9372	533	2031	610	16	128	17	18	4519	6986	18	35	139	2165	9921	2657	4555	11523	174
C1orf144	125	367	19	12	859	8979	8679	1584	419	2529	769	743	1035	3368	2616	9769	5826	511	9850	10682	2521	7019	15595
SPATA21	15	120	28	87	17	7914	3230	804	78	1442	545	21	547	3222	16	9729	654	163	8018	4112	4412	3785	10383
NECAP2	33	1882	14	4	6	786	2334	3471	67	1299	4	6	800	42	1549	6	571	1929	796	5872	63	2391	577
CROCCP3	670	148	4	2	76	2	116	6	12	2	24	6	2435	7	2	7	2	822	80	134	2	2444	9
AX747988	0	0	2	0	0	0	1	0	0	3	0	1	0	0	0	0	0	2	0	1	622	0	0
AB1	323	48	164	2	8	1896	259	1150	3	212	10	19	877	132	695	1673	269	535	1906	1412	622	1704	1942
NBPF1	32859	20668	16739	54620	17934	22166	23857	16336	1328	5037	3629	19074	33831	22869	10000	45094	22936	61216	60096	41521	3548	66700	68030
CROCCP2	4	52	10	3	17	595	235	281	0	15	2	9	1004	108	11	9	1234	59	601	492	11458	1015	1243
FLJ00313	1	51	6	3	15	3	226	9	0	1	2	9	1004	0	11	5	109	58	21	235	242	1015	114
MST1P2	0	0	0	0	0	0	4	0	12	2	0	2	0	0	0	0	0	0	0	16	12801	0	0
ESPNP	3	6	6	0	10	2	18	9	1	285	0	9	5	0	5	2	5	15	12	28	12187	10	7
MST1P9	0	0	0	0	6	0	4	0	12	0	2	4	0	0	0	2	0	0	6	16	196	0	2
BC070363	35	0	670	0	1	4	106	137	0	1	56	0	54	0	0	12	39	705	5	243	193	54	51
CROCC	107	8274	1346	608	78	72	1325	361	80	2877	288	94	725	81	76	438	134	9727	714	1702	12801	882	572
MFAP2	0	0	0	0	0	0	38	0	1	0	0	2	0	0	0	2	0	0	0	39	2005	0	2
ATP13A2	5	13	45	1	2116	502	675	1167	79	1081	2099	4	44	198	1	9	16	63	2619	1921	23333	243	25
SDHB	3546	1013	7	9	125	125	2649	2990	256	1083	3151	2356	1354	2	0	149	305	4566	259	5895	9114	1356	454
PADI2	21	107	106	4	45	15	120	4	124	608	4	10	28	66	2935	29	25	234	64	248	9114	3029	54
PADI1	18	10	16	0	5	1	11	3	4	4	2	6	2	3	5	14	6	44	6	18	1133	10	20
PADI3	385	210	1575	54	338	258	187	66	28	430	200	79	632	628	382	582	397	2170	650	281	222	1642	979
PADI4	11	13	22	2	24	5	59	8	5	6	10	1	14	4	8	23	10	46	31	72	42	26	33
PADI6	5	5	14	4	5	1	19	7	8	12	5	7	9	0	0	11	19	24	10	34	58	9	30
RCC2	1146	1188	34	22	1914	5670	5228	4153	243	3686	328	13	5381	2211	920	2778	2279	2368	7606	9624	6205	8512	5057
ARHGEF10L	113	102	184	19	343	34	355	91	40	137	63	42	168	169	76	138	320	399	396	486	21879	413	458
ACTL8	6	12	26	9	16	4	17	10	11	14	11	4	8	3	4	5	9	44	29	38	21879	15	14
IGSF21	43	61	181	22	56	10	45	21	34	111	45	40	53	24	22	112	77	285	88	100	5342	99	189
AX747631	2	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	44	58	0	0	22355	0	44
KLHDC7A	20	61	85	5	31	28	112	26	1	19	2	75	35	82	7	131	67	166	64	139	5622	124	198
PAX7	16	31	156	16	57	5	24	12	14	28	22	9	20	24	16	49	56	203	78	50	22463	60	105
TAS1R2	0	5	75	2	3	6	3	1	2	4	3	2	10	2	14	19	16	80	11	6	939	26	35
ALDH4A1	5	0	19	2	3	0	323	2	4	343	2	2	2	3	2	6	41	24	5	329	2098	7	47
IFFO2	181	1953	45	223	28	359	631	695	10	40	1959	6	2007	29	22	53	1449	2179	610	1336	36	2058	1502
AX747516	127	63	1	1	23	30	182	338	52	894	1804	1832	3514	2379	2	77	2	191	54	572	36	5895	79
UBR4	15990	4211	206	3230	24810	8041	19182	18590	593	6500	6815	10018	16565	9656	15568	17509	4752	20407	36081	38365	11465	41789	22261
KIAA0090	2465	3165	27	9	19600	2338	993	3840	25	3059	380	24	1747	1154	696	9108	649	5657	21947	4858	11465	3597	9757
MRTO4	698	254	203	8	820	1362	379	736	68	228	71	33	516	662	70	2646	336	1155	2190	1183	1821	1248	2982
AKR7A3	23	2	3	4	8	0	6	9	0	1	1	29	1	0	1	3	0	28	12	15	1821	2	3
AKR7A2	3	4	2	39	1056	71	762	567	38	19	631	8651	63	2	3	3	3	9	1166	1367	3201	68	6
PQLC2	5	3	5	1948	6	13	880	432	13	716	35	1	8	98	4	4	3	13	1967	1325	3201	110	7
CAPZB	745	2912	7638	133	2935	2435	5107	1889	168	3244	1762	4108	245	447	3014	6064	11651	11295	5503	7164	64	3706	17715
AX748283	0	38	0	0	4	1	0	0	0	0	0	0	6	2	61	0	239	38	5	0	582	69	239
MINOS1	3288	6170	8065	670	4604	6782	6264	4446	269	2226	1644	4078	5371	6361	2457	10430	4027	17523	12056	10979	12	14189	14457
NBL1	39	13	8	12	319	14	690	139	490	20	1	3	5	8	26	8	3	60	345	1319	255	39	11
HTR6	0	3	5	0	0	1	2	0	0	1	0	3	4	1	0	6	2	8	1	2	9	5	8
TMCO4	1942	17	32	1749	5609	56	1445	161	66	196	11	15	23	11	12	34	16	1991	7414	1672	2881	46	50
RNF186	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	710	0	0
OTUD3	2812	3667	21	1289	272	113	2669	499	12	2456	15	14	2637	14	5	3	7	6500	1674	3180	710	2656	10
PLA2G2E	5	3	18	0	20	24	2	0	2	6	2	0	37	15	3	2	3	26	44	4	710	55	5
PLA2G2A	5	3	20	2	20	24	1	0	0	0	0	0	37	13	3	2	3	28	46	1	716	53	5
PLA2G5	15	24	90	6	44	35	28	12	17	11	17	11	58	28	34	47	32	129	85	57	2794	120	79
PLA2G2D	5	4	16	0	24	24	1	0	0	1	2	0	37	15	4	0	3	25	48	1	2794	56	3
UBXN10	5	9	20	2	20	24	4	6	0	4	10	7	45	15	5	4	9	34	46	10	108	65	13
VWA5B1	19	35	40	11	30	22	23	9	15	29	30	17	28	31	18	25	16	94	63	47	76572	77	41
LOC339505	16	7	48	2	13	1	26	10	16	29	12	17	24	9	12	15	17	71	16	52	57	45	32
CAMK2N1	4098	165	11	4	8	1072	413	464	190	60	1350	85	6	4	548	6	5	4274	1084	1067	5	558	11
MUL1	0	0	0	57	1	2	459	649	0	730	104	0	18	2	2	1	4	0	60	1108	13	22	5
FAM43B	0	0	2	0	0	0	2	0	0	0	0	0	2	2	0	6	4	2	0	2	64	4	10
CDA	14	10	11	0	6	7	980	3269	64	2669	1370	4	177	6	3	31	2	35	13	4313	4020	186	33
PINK1	62	1481	9746	3	3219	5167	1801	8763	135	5545	264	16821	46	9	526	11	14	11289	8389	10699	2709	581	25
DDOST	604	10254	2	3	769	47	2925	3220	200	1746	1815	1206	7843	148	1	451	21	10860	819	6345	2709	7992	472
KIF17	10	36	27	5	18	7	79	53	21	58	56	106	19	1	4	26	12	73	30	153	11949	24	38
SH2D5	4	127	6	0	2317	8	126	582	4	441	0	5	387	209	0	7	6	137	2325	712	1486	596	13
HP1BP3	3209	6082	64	1435	4780	5534	6546	4142	708	3930	1568	783	8800	11542	13744	15242	17140	9355	11749	11396	13208	34086	32382
EIF4G3	20826	38460	10456	3583	21272	10765	21714	22662	481	6229	5636	10598	26922	3403	8213	19421	14256	69742	35620	44857	27082	38538	33677
ECE1	3684	5750	56	17	10310	330	11708	10256	112	582	313	44	57	102	53	1617	187	9490	10657	22076	6144	212	1804
AX747766	1	0	0	0	21	0	79	1	0	0	0	0	0	0	0	1	0	1	21	80	1322	0	1
LOC100506801	1	2	0	3	2	0	2	6	1	3	0	0	0	1	0	0	0	3	5	9	1322	1	0
AK098438	255	33	32	1	13	721	173	455	4	103	12	9	363	96	75	412	80	320	735	632	1322	534	492
BC127868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	0	0
NBPF3	553	825	7795	58	114	983	972	730	55	329	2152	278	852	744	297	580	192	9173	1155	1757	53	1893	772
ALPL	8	24	17	3	78	10	25	5	7	18	9	9	11	4	5	74	8	49	91	37	43165	20	82
RAP1GAP	6	34	31	7	17	4	33	18	25	12	23	10	17	1	7	34	25	71	28	76	43243	25	59
USP48	1304	6947	9172	11	7989	5845	5897	1435	291	1150	145	1258	4396	946	1260	2013	1707	17423	13845	7623	3377	6602	3720
LDLRAD2	0	3	0	0	55	10	1622	306	57	5	1	1	7	2	2	7	2	3	65	1985	7536	11	9
HSPG2	203	1675	75	37	608	35	8950	1220	203	223	325	43	51	45	1077	53	34	1953	680	10373	7536	1173	87
CELA3B	13	11	13	1	7	1	4	4	7	3	2	8	2	2	4	6	5	37	9	15	651	8	11
CELA3A	3	4	5	1	2	0	6	0	1	3	0	4	3	0	2	1	0	12	3	7	822	5	1
LINC00339	2	4	0	0	1	707	219	69	1	26	3	8	5	0	0	5	2	6	708	289	822	5	7
CDC42	3515	10013	25936	1835	955	9765	10259	5925	695	2772	4466	4227	4156	5969	7147	5380	1279	39464	12555	16879	13924	17272	6659
WNT4	5	6	10	3	4	0	49	3	1	7	2	0	4	9	7	5	6	21	7	53	7999	20	11
ZBTB40	3161	2858	42	660	19644	6912	1480	1018	350	1774	17	30	1575	69	628	40	311	6061	27216	2848	8156	2272	351
EPHA8	6	8	20	43	7	0	104	0	6	168	2	9	13	0	0	10	2	34	50	110	15	13	12
C1QA	0	2	4	37	0	0	0	0	1	0	2	0	2	0	0	0	0	6	37	1	101	2	0
C1QC	0	0	4	37	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	0	2	0	0
C1QB	0	2	8	38	3	0	0	0	5	3	3	0	0	0	0	0	4	10	41	5	13144	0	4
EPHB2	356	790	604	197	3165	650	15171	4580	83	3828	42	2518	1526	130	28	3320	269	1750	4012	19834	13144	1684	3589
AK025975	4	1	2	0	14	2	771	0	6	8	0	2	0	4	0	2	4	7	16	777	6249	4	6
LOC729059	0	4	2	0	2	1	38	1	1	4	2	4	4	0	1	1	3	6	3	40	464	5	4
KDM1A	3182	3906	546	1658	1616	4572	6810	259	349	783	1473	2317	11995	1034	1286	13752	993	7634	7846	7418	6558	14315	14745
LUZP1	3698	21303	94	26	5226	1235	4878	6698	152	2422	239	741	3505	6916	78	85	6865	25095	6482	11728	6199	10499	6949
HTR1D	1	3	0	0	0	0	1	0	2	1	0	1	0	0	0	0	3	4	0	3	2536	0	3
HNRNPR	1878	12542	476	3021	3097	7953	5268	1760	90	1645	2666	3183	7514	2040	8360	24132	2137	14896	14071	7118	27680	17914	26269
ZNF436	2	1	0	0	43	194	9	487	0	5	2	432	4	0	1	1	3	3	237	496	182	5	4
C1orf213	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	1	3033	0	3
ASAP3	31	19	73	7	26	16	206	78	21	77	22	64	46	53	35	50	25	123	49	305	3033	134	75
BC038455	1	1	1	0	3	0	5	0	2	1	0	1	0	0	0	0	0	3	3	7	291	0	0
E2F2	7	3	8	0	7	3	4	3	2	581	1	0	1	2	2	5	6	18	10	9	14	5	11
AX748204	2	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	2	2	0	1	291	4	2
ID3	77	308	0	1	2	64	560	0	68	63	0	0	226	238	0	545	239	385	67	628	4096	464	784
MDS2	162	91	3517	57	130	118	174	123	50	375	173	91	135	98	55	96	54	3770	305	347	5235	288	150
RPL11	5919	5467	7193	1939	3177	8277	9584	5033	1469	5690	7781	12497	11059	7105	2064	6263	3630	18579	13393	16086	87	20228	9893
TCEB3	70	1930	3604	2783	708	3723	2831	2128	251	1740	1843	22	3084	10	2	32	7039	5604	7214	5210	18	3096	7071
LOC100506963	11	168	3412	3	13	1413	491	1254	5	237	3	9	1766	2	2	26	7035	3591	1429	1750	16	1770	7061
PITHD1	6793	2	3406	10	11	187	2202	943	144	1041	5	5	402	3570	7071	4482	1870	10201	208	3289	4847	11043	6352
LYPLA2	2	324	3401	0	2	349	754	1727	14	97	270	3	422	435	63	235	124	3727	351	2495	15	920	359
GALE	0	86	3401	159	0	20	104	556	41	40	14	192	2	0	413	22	138	3487	179	701	2018	415	160
HMGCL	66	10	3542	852	7	36	954	1550	21	21	12	13	7	10	6	6	6	3618	895	2525	2128	23	12
FUCA1	18	398	8156	3518	1216	1537	1328	2357	66	274	19	8	74	1	11	5	77	8572	6271	3751	2935	86	82
CNR2	16	12	3412	12	20	115	40	15	10	30	3	0	6	12	7	7	11	3440	147	65	4387	25	18
PNRC2	5116	3285	351	684	6941	5484	1384	842	11	558	36	319	3410	7185	8606	2097	5036	8752	13109	2237	4387	19201	7133
SRSF10	4025	13341	10427	2149	9502	5178	4951	4409	82	1979	1597	169	5491	3905	6842	6456	1104	27793	16829	9442	4387	16238	7560
MYOM3	26	24	196	6	28	11	28	11	4	19	9	8	62	48	24	71	44	246	45	43	6300	134	115
IL22RA1	2	8	4	2	0	2	4	0	11	6	6	0	4	0	5	3	3	14	4	15	5270	9	6
IL28RA	3	3	3	0	106	1	16	38	1	6	3	3	13	0	5	2	2	9	107	55	1834	18	4
GRHL3	12	5	42	2	11	14	28	23	18	565	32	14	24	16	1167	10	14	59	27	69	1499	1207	24
C1orf201	4	5	33	3	28	18	1278	525	9	569	11	1	181	24	1165	89	25	42	49	1812	7332	1370	114
NIPAL3	254	409	22	2	50	485	3370	483	160	1954	57	870	322	7	6	1182	52	685	537	4013	5270	335	1234
RCAN3	7	12	10907	5	6158	1399	181	1324	544	239	25	20	14	1371	7	19	15	10926	7562	2049	11310	1392	34
C1orf130	16	20	26	4	17	10	62	31	16	41	32	36	22	17	7	30	19	62	31	109	159	46	49
SRRM1	4316	13591	36	2520	6021	910	6160	3604	363	3822	2827	2184	7832	902	9	7205	8173	17943	9451	10127	5270	8743	15378
CLIC4	8964	29070	3481	9206	2491	9314	7553	817	174	865	2412	2399	3285	5667	2173	4803	494	41515	21011	8544	4418	11125	5297
RUNX3	208	27	13	0	3	12	57	8	4	16	5	7	8	23	2	9	16	248	15	69	4431	33	25
AX747207	1	22	5	0	0	5	3	0	0	0	0	1	1	0	0	0	0	28	5	3	4431	1	0
SYF2	221	3283	185	2	4	1049	702	131	82	268	2519	419	1030	107	17	512	11	3689	1055	915	4431	1154	523
C1orf63	75	4649	120	91	33	392	1590	567	67	1258	92	25	3667	175	84	37	42	4844	516	2224	4431	3926	79
RHD	67	87	103	60	21	267	904	510	14	546	63	12	177	171	84	32	39	257	348	1428	4431	432	71
AX747205	1	1	2	0	1	0	117	0	0	0	0	1	129	0	0	2	0	4	1	117	4369	129	2
TMEM50A	268	739	44	9	8151	902	3545	3594	418	643	3517	2248	3671	3729	478	6099	443	1051	9062	7557	18641	7878	6542
RHCE	136	130	15	61	72	584	1006	654	34	662	29	25	128	475	118	55	62	281	717	1694	4369	721	117
TMEM57	182	8048	31	36	5195	22	2761	1360	21	456	671	1667	455	31	44	16	1375	8261	5253	4142	19064	530	1391
LDLRAP1	3	111	12	0	9	15	131	34	4	461	9	330	3	4	3	4	6288	126	24	169	4369	10	6292
MAN1C1	87	86	84	12	59	23	73	39	43	49	27	32	40	53	20	93	20	257	94	155	4369	113	113
FAM54B	2999	14	10	0	1499	520	653	713	15	48	6	2	149	1998	15	4281	350	3023	2019	1381	4369	2162	4631
C1orf135	39	204	11	5	5926	51	1296	6	15	26	5	15	818	363	8	14	4	254	5982	1317	75	1189	18
PAQR7	7	9	23	18107	452	4623	147	430	6	101	4101	11	11	11	17	11	23	39	23182	583	2538	39	34
STMN1	1775	4318	571	45	5122	12549	8080	90	98	6496	3445	393	2199	2197	8802	4113	10096	6664	17716	8268	1830	13198	14209
PAFAH2	911	7	8	1	5	30	1070	36	5	5	1041	13	6	8	4	6	3	926	36	1111	1579	18	9
EXTL1	4	11	4	4	4	2	2	1	2	0	0	0	2	2	3	2	0	19	10	5	1166	7	2
SLC30A2	4	2	14	2	2	4	0	0	3	6	3	2	4	4	0	6	0	20	8	3	1166	8	6
TRIM63	0	7	17	2	2	4	5	2	7	5	2	2	0	4	4	4	1	24	8	14	146	8	5
PDIK1L	2	7	32	3	4	598	120	41	0	16	2	7	8	799	262	387	42	41	605	161	21360	1069	429
FAM110D	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	1	0	0	2	0	425	3	1
ZNF593	0	0	1	0	2	0	415	0	0	4	30	49	3	0	0	2	1514	1	2	415	425	3	1516
CNKSR1	4	3	3	0	2	342	6	1	676	10	2	4	4	1	1	0	1	10	344	683	45103	6	1
BC030768	2	7	0	0	6	0	5	1	0	0	1	0	3	0	1	1	0	9	6	6	1046	4	1
CEP85	594	9280	60	6245	1436	552	2104	45	371	407	18	451	536	1195	201	58	1168	9934	8233	2520	23730	1932	1226
SH3BGRL3	210	693	9555	3169	63	1918	29099	15430	2238	30295	20229	26048	571	198	495	23	2	10458	5150	46767	4297	1264	25
UBXN11	13	11	10	259	16	215	220	90	16	10	12	730	434	3	0	16	10	34	490	326	4297	437	26
CD52	1	0	1737	293	1	172	0	0	0	0	0	0	4	2	2	1	4	1738	466	0	1905	8	5
AIM1L	22	21	20	5	24	14	205	36	15	36	43	42	20	31	8	33	14	63	43	256	5434	59	47
ZNF683	0	0	9	0	5	0	7	0	2	5	0	2	0	0	0	0	0	9	5	9	5434	0	0
LIN28A	77	4	9	0	2	0	7	0	0	2	2	1	4	1	5	10	0	90	2	7	5462	10	10
DHDDS	76	528	73	5	383	7987	1902	131	76	1799	214	11778	1874	2666	69	1470	134	677	8375	2109	8343	4609	1604
AL050085	0	444	5	0	1	0	3	1	2	1	0	0	0	1	0	1	0	449	1	6	8343	1	1
HMGN2	381	3062	19	495	7542	4999	3108	21	30	1535	3158	4511	1801	990	1385	711	176	3462	13036	3159	8343	4176	887
RPS6KA1	14	35	35	2	13	476	582	8	7	51	6	7	110	7	15	25	26	84	491	597	10412	132	51
ARID1A	10071	11416	81	24	1319	7296	7116	503	340	1928	187	23342	956	1980	2550	11607	54004	21568	8639	7959	15019	5486	65611
PIGV	4	0	3	0	1	2	49	0	1	9	1	2	4	5	2	4	4	7	3	50	15019	11	8
ZDHHC18	190	69	139	32	6947	74	473	74	186	802	445	85	706	129	79	107	74	398	7053	733	292	914	181
SFN	733	4298	13	3	995	1573	1823	665	135	2700	1350	4803	960	12	3	8617	3167	5044	2571	2623	2387	975	11784
GPN2	4	2	2	3	2	1	134	2	158	1	1	1	94	1	0	10	2	8	6	294	2387	95	12
GPATCH3	2	1	5	0	0	1	4	7	0	138	0	2	1915	1	3	11	4	8	1	11	10412	1919	15
NR0B2	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	8	2	0	0	29	326	0	10
NUDC	3662	597	25	5	778	5164	4041	1139	22	2720	155	949	626	10258	330	6159	488	4284	5947	5202	348	11214	6647
C1orf172	2	4	8	0	2	0	4	1	2	2	0	3	0	1	0	4	1	14	2	7	329	1	5
TRNP1	3	1	2	7	0	0	237	4	2	10	0	1	1	1	0	1	3	6	7	243	327	2	4
SLC9A1	9	1377	30	9	6	31	1994	192	10	953	16	1515	15	3	6	10	6	1416	46	2196	327	24	16
WDTC1	123	1292	208	37	192	117	855	1492	63	559	100	68	160	125	41	106	81	1623	346	2410	12618	326	187
TMEM222	378	883	81	45	423	1361	2272	788	144	501	249	1959	270	217	205	663	221	1342	1829	3204	1001	692	884
SYTL1	1	1	6	0	0	3	84	0	1	3	0	1	2	2	1	7	5	8	3	85	10412	5	12
MAP3K6	0	7	2	0	1	8	576	78	6	1	4	316	0	0	3	2	2	9	9	660	10639	3	4
FCN3	0	0	0	1	9	1	0	0	0	0	2	1	0	2	2	0	2	0	11	0	2630	4	2
CD164L2	0	0	2	0	0	0	4	0	4	2	2	0	2	0	3	0	0	2	0	8	2605	5	0
GPR3	0	78	0	0	0	2	333	0	0	235	0	1	52	0	1	1	0	78	2	333	2605	53	1
WASF2	259	4861	12399	1063	17446	4177	12473	684	594	1820	3298	6831	2389	1847	29	4155	1019	17519	22686	13751	4631	4265	5174
AHDC1	17	25	46	7	28	29	7900	28	26	166	1338	15	125	24	25	33	52	86	64	7954	10412	174	85
FGR	11	112	12	5	13	1	9	7	8	8	7	0	10	2	4	6	0	135	19	24	26104	16	6
IFI6	5	1	6	1	11	1	115	410	3	111	3	4	2	0	2	0	2	12	13	528	26104	4	2
FAM76A	248	788	20	5	9	353	1034	554	17	123	88	32	82	1987	5	25	1834	1056	367	1605	36507	2074	1859
STX12	1958	709	32	2	293	382	2475	2990	38	247	1016	66	46	359	7	53	398	2699	677	5503	283	412	451
PPP1R8	1613	3829	2172	395	455	1349	974	395	8	282	714	3	717	943	876	90	6	7614	2199	1377	36507	2536	96
SCARNA1	0	0	2	0	0	0	2	1	0	0	0	0	0	2	0	33	1	2	0	3	1766	2	34
C1orf38	0	31	10	2	0	1	4	389	19	6	3	0	30	8	0	11	1	41	3	412	7999	38	12
RPA2	648	62	5	13	295	766	2030	803	65	304	30	5305	378	247	5	80	13	715	1074	2898	8542	630	93
SMPDL3B	1	7	3	2	5	0	14	2	4	36	3	3	1281	4	0	19	3	11	7	20	8542	1285	22
XKR8	2	3	11	0	2	0	143	759	6	30	1	0	2	2	0	0	0	16	2	908	781	4	0
EYA3	5996	1555	156	8	333	3372	1260	227	31	912	11	1423	1854	1618	24	7871	525	7707	3713	1518	12771	3496	8396
PTAFR	18	15	553	183	23	6	56	23	11	37	26	53	20	2	8	12	11	586	212	90	36507	30	23
DNAJC8	1096	71	36	1292	13	7056	2037	581	202	1685	374	381	787	649	1462	2406	124	1203	8361	2820	2056	2898	2530
ATPIF1	124	194	7	335	2077	3372	1611	861	309	1035	234	1674	3490	7316	3939	3	516	325	5784	2781	2056	14745	519
SESN2	3	16	11	2	7	10	53	9	1	206	0	2	6	3	4	6	5	30	19	63	2056	13	11
MED18	4	656	2	0	190	16	406	1	2	2	1	6	6	1	6	20	2	662	206	409	36505	13	22
PHACTR4	56	8832	60	21	1987	362	5619	3203	466	267	221	312	4199	747	11	37	122	8948	2370	9288	691	4957	159
RCC1	5080	11927	3901	7294	14846	14640	10882	3427	279	4508	5281	17293	5775	4943	5541	7012	8136	20908	36780	14588	215	16259	15148
SNHG3	5054	11773	3891	7266	12843	12443	7971	2905	227	3949	3799	73	5426	4690	5433	6837	8026	20718	32552	11103	142	15549	14863
TRNAU1AP	29	64	6	115	1025	313	429	14	11	183	779	7	803	1005	18	11	67	99	1453	454	1164	1826	78
SNHG12	4615	8943	8	11414	5920	4654	1373	13	106	18	4095	9	932	1652	3557	77	2	13566	21988	1492	15195	6141	79
SNORD99	59	221	0	178	66	162	104	0	0	0	0	0	9	26	94	72	0	280	406	104	13	129	72
SNORA61	706	980	3	3304	1304	777	325	4	3	7	1159	0	279	54	387	2	1	1689	5385	332	13	720	3
SNORA44	0	3	0	0	0	13	18	0	23	0	0	0	1	226	0	0	0	3	13	41	13	227	0
SNORA16A	0	0	0	0	0	2	0	0	20	0	8	0	5	157	0	0	0	0	2	20	0	162	0
RAB42	0	6	2	0	0	0	0	2	0	0	0	7	0	0	0	1	0	8	0	2	143	0	1
TAF12	1287	40	16	5	19	25	339	32	16	232	35	18	47	35	21	32	26	1343	49	387	36481	103	58
GMEB1	2153	5318	24	7	818	3032	177	25	21	1687	176	2823	3252	17	9	13456	8361	7495	3857	223	122	3278	21817
YTHDF2	1514	2273	98	8	122	1093	1987	889	787	1392	1739	4588	1042	1180	2543	1289	83	3885	1223	3663	2212	4765	1372
OPRD1	6	13	11	6	11	4	29	6	4	11	4	9	13	0	4	23	6	30	21	39	123	17	29
EPB41	510	2098	13660	564	1254	3112	1250	353	254	2366	180	3504	3625	715	229	7823	619	16268	4930	1857	36479	4569	8442
TMEM200B	0	672	6443	277	4	4	11	4	0	1176	76	1	3	6	0	5	7	7115	285	15	933	9	12
SRSF4	4158	17124	55	1439	5017	4556	6315	1924	176	875	1316	3953	1795	5959	5273	9908	41341	21337	11012	8415	2212	13027	51249
MECR	239	111	10	2	28	8	321	14	25	115	5	10	1367	23	6	8	4	360	38	360	8715	1396	12
PTPRU	43	20	38	6	169	12	258	24	26	1280	19	23	40	23	19	943	56	101	187	308	8745	82	999
BC042538	1	4	4	12	10	4	5	0	2	6	0	0	5	12	3	4	1	9	26	7	134	20	5
MATN1	5	3	36	10	3	1	312	1	0	8	3	0	14	9	6	10	5	44	14	313	318	29	15
LOC100129196	1	0	10	0	1	0	365	1	0	4	0	0	14	6	6	2	4	11	1	366	2169	26	6
LAPTM5	543	717	1976	718	271	1654	1505	6	378	2214	11	0	69	2	6	749	34	3236	2643	1889	2148	77	783
SDC3	42	1052	41	23	462	20	319	644	499	940	23	487	713	47	42	12	28	1135	505	1462	2545	802	40
PUM1	21637	20851	131	33	7505	2511	10851	1106	270	3229	203	7496	4935	4650	1114	5158	2681	42619	10049	12227	18665	10699	7839
SNORD85	10	4	4	4	2	10	7	0	0	0	0	0	6	35	30	4	13	18	16	7	118	71	17
PRO0611	10	1097	4	4	2	16	4	0	1	2	0	0	6	35	30	4	63	1111	22	5	118	71	67
SNRNP40	1167	1464	8	4	2222	652	2295	263	115	2388	653	3	2634	24	913	86	510	2639	2878	2673	7176	3571	596
ZCCHC17	3881	4577	902	6	281	286	2420	52	18	115	3125	1178	131	6589	12	28	12	9360	573	2490	13593	6732	40
FABP3	0	0	0	0	1	0	2	32	4	4	1	1	584	0	0	4	2	0	1	38	13593	584	6
SERINC2	398	1386	32	6	292	64	13402	1298	1314	2399	3698	1151	0	1	0	9	12	1816	362	16014	13593	1	21
LOC149086	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	443	13	0
LOC284551	1	1	1	4	0	0	3	0	0	1	0	0	2	14	0	1	0	3	4	3	443	16	1
TINAGL1	6	3	63	14	28953	428	1618	1946	103	324	600	4	92	34	8	21	15	72	29395	3667	14048	134	36
HCRTR1	0	2	5	0	2	807	236	4	2	819	2	7	1	13	0	43	8	7	809	242	14048	14	51
AX747565	0	4	5	0	1636	807	244	9	0	816	2	2	1	16	1	47	4	9	2443	253	200	18	51
PEF1	1	4	12	0	1638	809	733	22	2	828	4	3	1	16	1	714	42	17	2447	757	14048	18	756
COL16A1	27	13	157	10	13	16	135	108	11	18	11	14	94	81	85	108	177	197	39	254	808	260	285
BAI2	2	11	7	1	13	4	14	13	10	6	8	11	0	14	3	8	8	20	18	37	37804	17	16
BC069257	9	1	0	0	0	24	1519	0	9	126	1	3	0	145	0	4	3	10	24	1528	135	145	7
SPOCD1	68	2	9	1969	5	261	5219	2	16	175	3	9	1	146	8	165	26	79	2235	5237	20096	155	191
PTP4A2	8838	28655	596	6898	6573	27775	15862	8903	379	11691	8071	23481	15493	15143	8318	13224	3904	38089	41246	25144	20096	38954	17128
KHDRBS1	1780	5296	18	114	3331	4310	2867	2149	305	3139	1201	3699	2516	6700	216	4534	540	7094	7755	5321	3144	9432	5074
TMEM39B	90	7	34	13	457	46	618	14	5	7	337	7	6	13	34	23	15	131	516	637	16386	53	38
KPNA6	961	710	44	1164	2116	5682	9072	3343	116	2124	735	13164	2741	325	10	8911	1144	1715	8962	12531	2021	3076	10055
TXLNA	3	4203	13	90	1106	4632	3832	1647	397	2928	3142	47	916	155	1269	29	795	4219	5828	5876	345	2340	824
