gene	T1a	T1b	T2	T3	N1	N2
Gene_00724	0	0	0	0	0	16
Gene_00725	53	49	177	64	110	79
Gene_00726	1	0	0	0	0	0
Gene_00727	31	42	74	75	61	30
Gene_00728	1176	610	2922	1493	1550	1258
Gene_00729	0	2	0	10	0	0
Gene_00730	94	80	49	29	139	31
Gene_00731	13	10	0	0	0	0
Gene_00732	12	14	66	89	53	34
Gene_00733	35	32	68	22	62	23
Gene_00734	40	42	135	33	27	41
Gene_00735	12	22	48	11	18	33
Gene_00736	138	129	855	706	1615	824
Gene_00737	345	298	695	98	587	202
Gene_00738	40	29	1290	4592	638	362
Gene_00739	0	0	0	0	0	1
Gene_00740	0	0	3	3	9	6
Gene_00741	0	1	0	0	1	0
Gene_00742	19	41	42	18	16	17
Gene_00743	11	3	775	76	10	1
Gene_00744	56	69	152	279	260	83
Gene_00745	13	6	5	4	6	5
Gene_00746	0	0	5	1	0	0
Gene_00747	0	0	1	0	0	0
Gene_00748	29	51	30	11	27	11
Gene_00749	0	0	0	0	3	2
Gene_00750	1	1	0	5	5	2
Gene_00751	0	0	0	0	2	0
Gene_00752	147	116	126	545	627	301
Gene_00753	44	33	102	48	14	33
Gene_00754	7	5	16	6	2	25
Gene_00755	158	127	76	145	20	25
Gene_00756	57	23	77	119	180	78
Gene_00757	2	1	2	1	0	3
Gene_00758	157	69	81	9	206	67
Gene_00759	18	25	141	55	39	19
Gene_00760	215	69	783	286	365	306
Gene_00761	35	20	107	47	74	29
Gene_00762	13	7	32	9	44	20
Gene_00763	70	48	189	208	444	162
Gene_00764	1910	1280	5289	5373	3785	3493
Gene_00765	0	0	0	0	0	1
Gene_00766	4	2	19	25	11	1
Gene_00767	203	170	343	191	228	197
Gene_00768	0	1	6	0	0	0
Gene_00769	0	0	0	0	0	2
Gene_00770	53	44	113	30	44	98
Gene_00771	51	9	51	11	88	47
Gene_00772	17	7	50	19	18	12
Gene_00773	127	92	254	87	91	93
Gene_00774	184	130	993	1070	107	191
Gene_00775	87	66	79	229	286	48
Gene_00776	1109	844	2417	1697	10	1157
Gene_00777	57	36	208	70	24	40
Gene_00778	61	37	19	105	17	3
Gene_00779	48	24	61	52	111	37
Gene_00780	5	19	0	9	0	77
Gene_00781	8	9	12	11	33	11
Gene_00782	3	0	0	0	0	1
Gene_00783	61	29	29	0	0	1
Gene_00784	6	11	30	55	3	18
Gene_00785	411	535	584	846	692	421
Gene_00786	38	18	2	0	1	8
Gene_00787	28	44	54	66	85	18
Gene_00788	0	0	0	0	34	1
Gene_00789	375	319	385	1175	713	276
Gene_00790	28	31	77	171	76	54
Gene_00791	693	247	648	93	678	1017
Gene_00792	0	0	1	0	0	0
Gene_00793	43	37	65	43	37	36
Gene_00794	129	134	2	283	344	0
Gene_00795	133	156	215	843	429	176
Gene_00796	1482	1422	2557	1664	2391	2166
Gene_00797	16	10	76	23	13	18
Gene_00798	28	10	58	58	21	5
Gene_00799	1	0	1	0	1	0
Gene_00800	12	3	10	32	0	7
Gene_00801	231	209	222	611	190	163
Gene_00802	413	62	2	0	38	59
Gene_00803	25	23	1	2	2	9
Gene_00804	0	1	0	0	0	0
Gene_00805	10	5	11	0	44	19
Gene_00806	562	442	705	744	1004	724
Gene_00807	3	2	0	1	1	0
Gene_00808	7	3	15	2	8	2
Gene_00809	965	772	853	1439	1627	400
Gene_00810	1	0	0	9	0	0
Gene_00811	0	0	0	0	5	0
Gene_00812	175	285	463	515	0	2
Gene_00813	210	213	105	52	334	82
Gene_00814	93	68	202	182	68	84
Gene_00815	0	0	0	0	6	0
Gene_00816	251	188	278	403	638	270
Gene_00817	2	0	0	0	0	6
Gene_00818	1	2	6	5	2	0
Gene_00819	0	0	755	614	0	10
Gene_00820	0	0	4	0	0	0
Gene_00821	44	39	43	70	119	44
Gene_00822	17	24	117	48	98	216
Gene_00823	106	77	260	113	243	87
Gene_00824	734	727	3781	3110	3123	1412
Gene_00825	660	392	1904	511	1353	2487
Gene_00826	66	67	128	44	95	63
Gene_00827	10	19	39	0	2	0
Gene_00828	20	12	87	15	15	22
Gene_00829	0	0	2	0	0	0
Gene_00830	21	23	90	60	70	80
Gene_00831	61	35	85	0	20	2
Gene_00832	29	31	84	124	153	36
Gene_00833	3	5	122	612	43	12
Gene_00834	0	0	2	0	0	2
Gene_00835	15	38	76	58	16	18
Gene_00836	361	449	685	190	2098	968
Gene_00837	297	237	802	685	848	342
Gene_00838	0	0	3	0	6	0
Gene_00839	1372	1034	2484	1167	1773	976
Gene_00840	0	0	5	0	0	1
Gene_00841	15	9	31	17	31	16
Gene_00842	24	20	59	17	19	14
Gene_00843	84	38	217	547	99	42
Gene_00844	846	736	818	1817	5820	2741
Gene_00845	0	0	11	32	0	9
Gene_00846	233	270	35	42	64	23
Gene_00847	135	153	476	287	195	117
Gene_00848	308	154	766	405	515	326
Gene_00849	3	2	27	1	1	3
Gene_00850	173	83	609	805	157	185
Gene_00851	0	0	0	0	0	14
Gene_00852	36	28	154	177	124	87
Gene_00853	20	21	43	146	45	21
Gene_00854	55	30	147	18	83	47
Gene_00855	0	4	1	1	14	864
Gene_00856	89	58	174	83	199	127
Gene_00857	39	51	51	37	118	65
Gene_00858	30	15	86	55	67	28
Gene_00859	138	98	47	26	214	60
Gene_00860	1	0	5	1	5	1
Gene_00861	8	8	9	31	25	10
Gene_00862	19	17	138	159	133	53
Gene_00863	34	31	89	119	127	49
Gene_00864	3	5	14	9	0	2
Gene_00865	98	89	5	46	233	74
Gene_00866	28	11	426	2126	228	60
Gene_00867	757	371	428	271	262	145
Gene_00868	0	0	6	0	0	0
Gene_00869	51	135	953	387	647	175
Gene_00870	98	125	217	90	163	116
Gene_00871	0	0	4	0	0	0
Gene_00872	1	0	1	6	4	1
Gene_00873	313	431	477	234	497	308
Gene_00874	68	71	262	122	156	99
Gene_00875	1	4	3	0	0	1
Gene_00876	148	110	585	53	294	137
Gene_00877	988	546	2123	1797	1207	553
Gene_00878	0	1	0	20	6	5
Gene_00879	5	1	4	7	25	10
Gene_00880	0	0	1	0	3	1
Gene_00881	4	2	4	0	1	0
Gene_00882	1	0	32	3	3	1
Gene_00883	0	0	3	4	0	4
Gene_00884	15	28	109	61	48	32
Gene_00885	1	9	49	26	0	0
Gene_00886	5	4	8	8	11	4
Gene_00887	110	82	225	272	205	81
Gene_00888	12	3	43	23	61	20
Gene_00889	39	20	26	12	0	8
Gene_00890	1	0	1	0	0	0
Gene_00891	1	0	2	0	0	0
Gene_00892	5	3	3	14	8	5
Gene_00893	0	0	3	0	0	0
Gene_00894	17	10	16	28	56	28
Gene_00895	1	1	7	2	8	13
Gene_00896	159	119	625	203	441	247
Gene_00897	0	8	0	0	8	3
Gene_00898	1	0	9	1	0	7
Gene_00899	179	99	51	61	76	40
Gene_00900	125	106	66	184	433	176
Gene_00901	0	0	1	0	0	0
Gene_00902	1	1	7	25	18	17
Gene_00903	17	34	47	27	23	8
Gene_00904	34	69	448	313	125	62
Gene_00905	0	0	7	0	1	0
Gene_00906	166	99	467	317	468	686
Gene_00907	92	98	297	184	197	134
Gene_00908	19	9	22	23	19	13
Gene_00909	522	565	1926	469	943	690
Gene_00910	36	30	130	212	98	53
Gene_00911	204	87	380	56	174	168
Gene_00912	25	33	89	131	36	71
Gene_00913	73	67	314	219	210	209
Gene_00914	0	0	0	33	3	2
Gene_00915	68	74	117	159	197	60
Gene_00916	3	5	22	7	3	17
Gene_00917	195	93	464	259	97	258
Gene_00918	3	0	36	5	0	3
Gene_00919	82	47	57	2	62	34
Gene_00920	25	24	95	78	17	81
Gene_00921	38	38	62	40	17	38
Gene_00922	106	56	314	262	204	98
Gene_00923	39	25	22	20	42	25
Gene_00924	0	0	4	2	0	1
Gene_00925	0	1	1	0	1	0
Gene_00926	3	4	8	10	11	41
Gene_00927	16	5	46	0	7	5
Gene_00928	144	163	1197	715	744	458
Gene_00929	34	11	23	41	21	39
Gene_00930	10	8	56	17	15	7
Gene_00931	11	2	135	1	0	6
Gene_00932	61	38	67	117	161	64
Gene_00933	1	0	3	0	0	2
Gene_00934	27	16	89	32	46	23
Gene_00935	0	0	5	0	8	1
Gene_00936	125	144	124	47	0	75
Gene_00937	169	78	351	659	839	286
Gene_00938	1	0	0	0	0	0
Gene_00939	1	0	5	2	6	3
Gene_00940	0	0	2	0	0	1
Gene_00941	0	0	1	0	0	0
Gene_00942	2	0	776	567	0	0
Gene_00943	2	4	6	0	3	3
Gene_00944	30	12	133	78	45	35
Gene_00945	62	96	166	76	241	12
Gene_00946	0	5	1	0	7	4
Gene_00947	69	63	175	202	63	43
Gene_00948	0	0	1	4	0	0
Gene_00949	183	148	558	127	59	113
Gene_00950	74	46	124	99	84	50
Gene_00951	0	2	0	0	0	0
Gene_00952	9	10	17	22	17	31
Gene_00953	5	0	8	7	0	2
Gene_00954	76	37	0	823	1	314
Gene_00955	222	118	407	183	310	154
Gene_00956	276	162	529	76	478	207
Gene_00957	18	9	9	15	470	187
Gene_00958	0	0	3	0	0	2
Gene_00959	27	11	106	96	1002	14
Gene_00960	9	9	5	11	10	10
Gene_00961	44	41	142	32	79	39
Gene_00962	25	22	39	10	11	27
Gene_00963	0	1	0	0	2	1
Gene_00964	199	116	603	210	120	110
Gene_00965	161	103	402	326	293	409
Gene_00966	1	1	39	3	7	23
Gene_00967	21	7	79	65	8	23
Gene_00968	3	0	48	0	22	8
Gene_00969	167	135	285	298	369	352
Gene_00970	10	14	24	23	23	8
Gene_00971	115	93	596	565	367	296
Gene_00972	353	256	766	494	672	233
Gene_00973	46	55	364	164	171	66
Gene_00974	38	39	199	72	97	71
Gene_00975	1692	2376	15732	4148	11630	5417
Gene_00976	0	0	1	0	0	0
Gene_00977	15	9	78	44	22	26
Gene_00978	0	0	65	69	1	28
Gene_00979	70	22	67	28	62	51
Gene_00980	66	71	817	689	367	289
Gene_00981	1	1	0	0	0	0
Gene_00982	46	36	132	61	3	61
Gene_00983	0	1	0	0	0	3
Gene_00984	116	66	52	10	122	22
Gene_00985	12	9	21	41	17	15
Gene_00986	0	0	1	0	0	0
Gene_00987	6	5	68	13	29	9
Gene_00988	12	2	9	9	0	7
Gene_00989	21	12	36	13	13	28
Gene_00990	81	96	159	121	142	79
Gene_00991	12	9	11	37	8	10
Gene_00992	230	481	251	159	364	99
Gene_00993	0	2	2	0	0	0
Gene_00994	63	94	78	41	134	56
Gene_00995	0	0	0	0	0	1
Gene_00996	95	91	102	166	250	60
Gene_00997	0	0	0	24	16	78
Gene_00998	57	98	227	230	20	59
Gene_00999	36	38	77	55	34	12
Gene_01000	15	15	28	12	17	16
Gene_01001	1	0	1	0	0	0
Gene_01002	200	193	425	747	1256	140
Gene_01003	290	61	60	9	145	183
Gene_01004	59	42	622	153	101	83
Gene_01005	32	30	124	15	62	24
Gene_01006	49	17	85	15	44	86
Gene_01007	21	11	44	15	71	16
Gene_01008	101	93	259	404	368	131
Gene_01009	418	214	79	2	178	124
Gene_01010	214	228	984	463	636	153
Gene_01011	41	22	123	24	27	53
Gene_01012	221	120	351	233	248	409
Gene_01013	1	2	10	0	2	3
Gene_01014	27	9	61	19	2	53
Gene_01015	83	48	122	29	11	18
Gene_01016	11	12	0	0	0	22
Gene_01017	39	11	85	7	44	39
Gene_01018	23	28	80	88	25	39
Gene_01019	0	0	1	0	0	0
Gene_01020	2159	1978	7095	5028	3983	4963
Gene_01021	6	2	0	12	20	6
Gene_01022	201	160	215	531	1248	402
Gene_01023	22	2	9	24	8	56
Gene_01024	0	0	0	0	3	2
Gene_01025	36	44	223	83	61	174
Gene_01026	4	11	0	0	0	0
Gene_01027	12	6	48	64	9	17
Gene_01028	0	0	0	0	0	1
Gene_01029	40	23	8	12	2	5
Gene_01030	1	0	0	0	0	0
Gene_01031	8	2	4	30	4	1
Gene_01032	406	339	606	1265	1110	408
Gene_01033	99	215	149	557	955	144
Gene_01034	14	7	10	23	199	12
Gene_01035	0	2	22	1	8	11
Gene_01036	17	7	8	0	2	0
Gene_01037	4	0	1	6	0	2
Gene_01038	4	0	0	1	0	1
Gene_01039	23	11	27	5	110	123
Gene_01040	8	4	23	7	10	0
Gene_01041	106	89	873	370	586	257
Gene_01042	169	113	599	183	294	276
Gene_01043	181	95	381	328	486	506
Gene_01044	3	7	1	50	45	6
Gene_01045	61	56	170	191	88	118
Gene_01046	46	20	89	68	42	28
Gene_01047	41	29	127	0	0	5
Gene_01048	5	2	4	11	0	1
Gene_01049	268	448	655	511	198	289
Gene_01050	5	1	14	35	11	8
Gene_01051	0	2	0	0	0	0
Gene_01052	33	29	69	37	22	39
Gene_01053	2	0	0	0	0	0
Gene_01054	3	2	5	0	11	0
Gene_01055	2	3	0	2	12	1
Gene_01056	0	0	7	0	0	0
Gene_01057	6	11	28	30	19	11
Gene_01058	80	60	224	67	81	38
Gene_01059	0	0	4	0	8	6
Gene_01060	307	259	1293	743	1911	360
Gene_01061	20	29	83	43	28	37
Gene_01062	111	54	140	34	85	46
Gene_01063	3	0	86	216	5	31
Gene_01064	0	4	5	2	11	0
Gene_01065	0	0	0	0	0	2
Gene_01066	54	37	87	109	121	142
Gene_01067	63	78	592	345	435	152
Gene_01068	79	43	126	872	70	58
Gene_01069	7	7	9	19	25	9
Gene_01070	21	12	41	110	189	140
Gene_01071	1	0	1	0	0	1
Gene_01072	42	69	63	9	65	30
Gene_01073	1222	1303	4018	7966	4260	2597
Gene_01074	53	65	100	224	170	80
Gene_01075	0	1	4	0	0	25
Gene_01076	12	6	101	128	17	48
Gene_01077	49	49	118	137	166	137
Gene_01078	117	120	587	344	599	401
Gene_01079	58	81	224	240	282	280
Gene_01080	2	1	2	3	0	0
Gene_01081	17	11	37	55	51	28
Gene_01082	5	1	0	2	11	3
Gene_01083	82	33	70	100	171	211
Gene_01084	152	240	182	70	449	123
Gene_01085	38	20	165	101	206	16
Gene_01086	0	1	0	0	0	1
Gene_01087	276	258	939	1651	419	673
Gene_01088	3	2	19	4	0	3
Gene_01089	45	37	103	189	221	88
Gene_01090	5	0	12	0	13	13
Gene_01091	798	478	1010	1121	762	1010
Gene_01092	91	58	105	98	321	157
Gene_01093	0	1	7	1	0	1
Gene_01094	33	38	155	131	136	68
Gene_01095	115	117	272	56	169	214
Gene_01096	12	4	29	5	18	23
Gene_01097	54	41	112	56	64	50
Gene_01098	83	69	194	221	274	97
Gene_01099	190	181	221	197	155	48
Gene_01100	1	2	2	0	0	1
Gene_01101	128	131	237	313	143	112
Gene_01102	48	24	191	1156	276	933
Gene_01103	0	1	0	0	0	0
Gene_01104	14	2	42	0	8	0
Gene_01105	0	0	0	7	0	0
Gene_01106	13	20	51	99	38	15
Gene_01107	255	268	629	550	925	327
Gene_01108	112	117	688	1337	630	587
Gene_01109	1	0	0	0	0	0
Gene_01110	71	58	0	4	61	1
Gene_01111	39	30	211	120	112	57
Gene_01112	42	69	41	8	124	36
Gene_01113	0	0	19	0	0	0
Gene_01114	0	1	0	0	0	0
Gene_01115	37	35	17	380	0	0
Gene_01116	153	173	306	229	384	255
Gene_01117	0	34	413	442	13	15
Gene_01118	45	48	107	38	68	110
Gene_01119	114	113	219	123	82	59
Gene_01120	0	0	0	0	38	15
Gene_01121	305	291	929	646	145	322
Gene_01122	10	28	51	161	7	6
Gene_01123	348	334	377	741	1409	576
Gene_01124	2	0	0	0	0	0
Gene_01125	22	2	26	2	23	14
Gene_01126	10	3	32	23	36	21
Gene_01127	60	66	314	207	93	51
Gene_01128	0	0	0	9	0	7
Gene_01129	25	23	50	0	43	11
Gene_01130	290	232	76	123	94	147
Gene_01131	0	0	1	0	0	1
Gene_01132	70	42	112	99	111	136
Gene_01133	4	12	20	13	27	3
Gene_01134	10	5	4	17	5	4
Gene_01135	91	94	116	131	95	106
Gene_01136	36	60	342	37	47	44
Gene_01137	134	105	272	87	210	69
Gene_01138	24	10	7	3	0	0
Gene_01139	7	5	14	8	1	11
Gene_01140	172	196	531	492	374	431
Gene_01141	50	37	264	435	261	149
Gene_01142	0	0	4	0	1	0
Gene_01143	53	10	70	312	254	77
Gene_01144	2	1	7	6	8	15
Gene_01145	30	30	177	260	142	44
Gene_01146	1	0	16	0	0	0
Gene_01147	3	4	71	75	34	21
Gene_01148	28	25	93	54	129	20
Gene_01149	1139	1082	1994	2542	3008	591
Gene_01150	3	2	6	0	1	3
Gene_01151	27	35	0	0	176	23
Gene_01152	62	18	63	3	4	39
Gene_01153	32	40	561	143	30	97
Gene_01154	2	6	56	22	45	35
Gene_01155	9	11	34	19	51	27
Gene_01156	5	5	0	0	0	1
Gene_01157	3	1	2	0	17	15
Gene_01158	0	0	1	3	0	0
Gene_01159	3	0	1	9	25	20
Gene_01160	1906	1287	5094	5321	3742	3479
Gene_01161	30	16	18	9	41	3
Gene_01162	28	6	68	0	16	16
Gene_01163	0	0	0	7	0	0
Gene_01164	0	0	1	0	0	0
Gene_01165	0	0	22	13	0	2
Gene_01166	753	712	5387	4679	2733	3025
Gene_01167	75	25	26	124	47	46
Gene_01168	12	23	43	4	25	12
Gene_01169	3440	1585	171	1686	14	10
Gene_01170	64	111	618	276	184	32
Gene_01171	33	42	53	72	0	2
Gene_01172	8	11	35	7	17	13
Gene_01173	53	33	370	104	512	397
Gene_01174	1	0	1	8	1	2
Gene_01175	2	0	4	0	6	0
Gene_01176	0	0	0	0	0	2
Gene_01177	672	560	1119	1176	1268	576
Gene_01178	6	20	23	0	11	4
Gene_01179	315	376	1259	371	404	354
Gene_01180	14	6	20	10	6	5
Gene_01181	0	0	1	0	0	0
Gene_01182	195	195	697	503	554	192
Gene_01183	101	56	277	138	148	110
Gene_01184	12	9	10	5	5	13
Gene_01185	6	2	137	37	19	23
Gene_01186	11	3	2	34	42	57
Gene_01187	0	1	4	0	0	3
Gene_01188	1	0	0	0	0	0
Gene_01189	5	1	13	7	0	4
Gene_01190	114	111	896	307	555	367
Gene_01191	784	1500	1565	1978	5287	726
Gene_01192	4	3	15	0	0	0
Gene_01193	113	94	37	320	8	52
Gene_01194	34	14	198	115	135	106
Gene_01195	761	395	2264	638	853	809
Gene_01196	0	0	0	0	0	0
Gene_01197	1	0	0	0	0	2
Gene_01198	79	45	52	68	83	32
Gene_01199	172	128	990	323	76	35
Gene_01200	36	27	206	194	19	6
Gene_01201	0	0	4	0	0	1
Gene_01202	144	119	82	188	124	128
Gene_01203	77	48	244	251	306	152
Gene_01204	0	1	3	0	0	0
Gene_01205	76	61	378	535	69	34
Gene_01206	0	1	66	524	1	26
Gene_01207	369	216	656	398	879	846
Gene_01208	0	1	24	17	2	5
Gene_01209	3	1	5	8	0	0
Gene_01210	122	102	131	216	226	50
Gene_01211	35	20	34	101	219	38
Gene_01212	5	2	5	3	2	3
Gene_01213	38	17	54	181	48	61
Gene_01214	82	65	70	16	0	24
Gene_01215	0	0	0	4	0	0
Gene_01216	39	68	146	153	146	55
Gene_01217	29	17	49	33	25	29
Gene_01218	0	1	1	0	1	1
Gene_01219	0	3	2	12	0	3
Gene_01220	0	4	0	1	16	4
Gene_01221	26	24	80	65	28	27
Gene_01222	28	57	50	134	164	87
Gene_01223	132	94	224	198	223	287
Gene_01224	10	1	146	59	59	76
Gene_01225	3	4	13	0	0	19
Gene_01226	0	0	1	0	0	3
Gene_01227	0	0	4	0	0	1
Gene_01228	17	25	384	86	71	44
Gene_01229	16	13	13	4	3	18
Gene_01230	50	65	331	98	196	98
Gene_01231	3	0	22	45	244	29
Gene_01232	0	0	1	1	1	1
Gene_01233	0	0	8	0	0	0
Gene_01234	2	1	5	17	11	8
Gene_01235	39	21	121	118	89	68
Gene_01236	0	0	2	0	0	0
Gene_01237	212	86	173	72	182	190
Gene_01238	6	0	0	6	0	1
Gene_01239	1	1	4	2	0	7
Gene_01240	99	49	261	46	29	100
Gene_01241	1	0	6	2	2	4
Gene_01242	311	295	416	455	897	603
Gene_01243	88	48	66	12	110	95
Gene_01244	2	2	330	70	2	12
Gene_01245	25	7	134	39	28	21
Gene_01246	314	211	109	160	98	31
Gene_01247	2	4	0	0	0	0
Gene_01248	75	42	282	176	224	216
Gene_01249	4	3	6	0	20	17
Gene_01250	147	88	13	0	0	60
Gene_01251	0	1	1	3	2	0
Gene_01252	299	179	108	238	0	15
Gene_01253	118	105	230	205	232	115
Gene_01254	14	5	2737	1277	118	7728
Gene_01255	316	189	1264	1120	659	757
Gene_01256	0	0	7	0	2	0
Gene_01257	78	69	183	143	343	222
Gene_01258	0	0	0	0	1	0
Gene_01259	12	12	15	9	7	551
Gene_01260	1873	2158	3846	1712	4099	1587
Gene_01261	45	74	172	127	211	59
Gene_01262	132	66	270	231	234	178
Gene_01263	0	0	0	0	0	11
Gene_01264	9	22	15	9	2	3
Gene_01265	21	18	77	35	0	16
Gene_01266	637	577	1175	286	399	294
Gene_01267	2	0	2	0	13	11
Gene_01268	18	15	12	38	0	27
Gene_01269	93	125	213	245	393	113
Gene_01270	63	78	154	66	159	71
Gene_01271	2	1	2	0	5	3
Gene_01272	0	1	0	0	0	0
Gene_01273	0	0	23	0	0	0
Gene_01274	2600	2843	14591	6633	7607	4046
Gene_01275	100	126	292	196	137	103
Gene_01276	76	83	155	15	61	55
Gene_01277	144	274	1169	436	713	214
Gene_01278	5	4	38	12	2	1
Gene_01279	84	124	271	49	109	101
Gene_01280	20	5	20	16	21	16
Gene_01281	18	6	13	1	7	21
Gene_01282	63	21	72	114	130	67
Gene_01283	0	0	0	0	0	1
Gene_01284	1627	741	8866	2887	4287	3881
Gene_01285	5	10	10	10	28	9
Gene_01286	5	5	13	1	6	0
Gene_01287	61	20	123	7	37	51
Gene_01288	1118	636	1084	850	1694	1187
Gene_01289	12	2	19	8	0	19
Gene_01290	56	10	8	7	21	7
Gene_01291	23	7	114	161	95	103
Gene_01292	15	1	92	62	183	75
Gene_01293	75	30	3518	2180	456	912
Gene_01294	17	11	21	14	22	11
Gene_01295	113	71	137	70	146	163
Gene_01296	119	108	627	192	1078	952
Gene_01297	40	17	120	71	75	157
Gene_01298	93	114	370	550	454	189
Gene_01299	141	63	283	129	111	123
Gene_01300	100	70	0	38	0	8
Gene_01301	9	11	25	24	42	12
Gene_01302	332	402	595	194	314	234
Gene_01303	258	169	523	169	373	274
Gene_01304	2	2	24	1	4	2
Gene_01305	82	43	75	34	168	83
Gene_01306	1563	1092	4752	1214	1981	1928
Gene_01307	136	107	410	159	311	116
Gene_01308	1	0	6	30	43	18
Gene_01309	18	22	30	8	1	15
Gene_01310	1	0	2	10	0	1
Gene_01311	0	0	1	4	9	2
Gene_01312	1808	2889	3837	5140	7907	1901
Gene_01313	7	7	1	0	0	0
Gene_01314	5	3	18	2	5	6
Gene_01315	1	0	0	0	0	0
Gene_01316	50	71	369	54	75	49
Gene_01317	8	0	3	0	0	1
Gene_01318	296	226	414	171	883	571
Gene_01319	12	12	4	44	47	14
Gene_01320	13	2	23	15	32	27
Gene_01321	2	2	12	12	4	7
Gene_01322	391	552	1483	2200	804	171
Gene_01323	19	7	11	6	12	13
Gene_01324	36	41	74	96	116	41
Gene_01325	0	0	71	248	0	0
Gene_01326	117	58	119	217	115	39
Gene_01327	1	8	2	0	7	26
Gene_01328	7	7	8	19	0	12
Gene_01329	1	1	0	3	0	0
Gene_01330	53	44	232	159	156	118
Gene_01331	3282	2860	7036	4076	13026	3776
Gene_01332	14	11	77	35	14	25
Gene_01333	3	2	1	10	0	2
Gene_01334	0	0	0	0	1	1
Gene_01335	3	1	25	61	0	1
Gene_01336	0	4	12	15	72	4
Gene_01337	274	289	297	1400	82	454
Gene_01338	12	2	28	48	37	27
Gene_01339	15	28	72	17	32	28
Gene_01340	552	393	892	4286	1614	255
Gene_01341	6	7	0	8	22	5
Gene_01342	53	37	35	78	45	23
Gene_01343	0	0	1	0	5	23
Gene_01344	0	5	1	12	1	14
Gene_01345	35	14	35	14	36	33
Gene_01346	7	10	12	7	14	3
Gene_01347	6	6	25	45	56	27
Gene_01348	58	30	161	76	96	86
Gene_01349	241	115	164	347	263	129
Gene_01350	36	28	52	68	139	71
Gene_01351	27	30	44	8	9	38
Gene_01352	4789	4590	5516	3860	8033	2709
Gene_01353	0	0	1	0	0	554
Gene_01354	0	0	8	0	3253	111
Gene_01355	98	113	269	210	500	112
Gene_01356	0	0	0	0	0	1
Gene_01357	62	49	80	10	6	85
Gene_01358	16	14	24	7	0	2
Gene_01359	100	33	496	92	201	171
Gene_01360	11	6	3	11	2	3
Gene_01361	1233	698	1485	1378	3056	1237
Gene_01362	3	0	1	0	0	0
Gene_01363	84	64	185	122	113	73
Gene_01364	22	26	81	17	34	33
Gene_01365	20	22	60	42	87	41
Gene_01366	84	55	123	223	257	158
Gene_01367	41	34	132	4	63	38
Gene_01368	1	5	2	0	5	0
Gene_01369	13	32	45	17	28	13
Gene_01370	91	71	202	323	248	85
Gene_01371	308	138	32	95	349	187
Gene_01372	18	18	79	18	12	20
Gene_01373	11	1	59	0	1	20
Gene_01374	64	65	218	153	12	29
Gene_01375	155	193	460	559	189	248
Gene_01376	2	1	18	0	0	0
Gene_01377	0	0	0	0	0	1
Gene_01378	14	16	149	117	67	42
Gene_01379	31	26	74	36	68	43
Gene_01380	8	8	28	11	2	14
Gene_01381	219	84	448	414	311	196
Gene_01382	22	27	72	76	132	55
Gene_01383	57	45	459	194	263	98
Gene_01384	279	207	524	356	850	169
Gene_01385	0	0	1	0	0	0
Gene_01386	29	38	36	68	35	41
Gene_01387	19	28	2	1	5	2
Gene_01388	591	645	2678	2406	1245	821
Gene_01389	14	3	23	12	6	12
Gene_01390	10	2	10	0	17	3
Gene_01391	4	15	1	0	1	0
Gene_01392	6	2	0	0	0	0
Gene_01393	0	0	2	61	0	0
Gene_01394	5	1	3	17	9	3
Gene_01395	22	22	68	16	24	67
Gene_01396	25	23	145	43	62	37
Gene_01397	4	1	5	5	26	4
Gene_01398	2	0	0	0	0	2
Gene_01399	59	53	149	34	77	44
Gene_01400	6	3	15	10	33	10
Gene_01401	1	0	0	0	0	0
Gene_01402	51	70	145	48	73	56
Gene_01403	2	1	12	4	7	5
Gene_01404	51	61	77	32	90	56
Gene_01405	9	6	116	10	12	17
Gene_01406	12	0	27	3	7	25
Gene_01407	170	193	225	55	354	75
Gene_01408	11	8	18	25	4	4
Gene_01409	123	79	356	183	195	107
Gene_01410	21	21	22	28	54	31
Gene_01411	72	47	53	13	78	22
Gene_01412	226	195	1495	3071	1276	668
Gene_01413	91	73	325	287	173	222
Gene_01414	4	0	0	0	10	10
Gene_01415	36	24	146	100	128	60
Gene_01416	5	1	20	12	16	5
Gene_01417	18	8	158	67	73	41
Gene_01418	145	243	215	581	452	79
Gene_01419	0	0	22	6	9	2
Gene_01420	0	0	1	0	0	0
Gene_01421	2	0	1	0	0	0
Gene_01422	0	1	7	0	0	2
Gene_01423	0	1	1	2	1	3
Gene_01424	798	1640	2045	2182	4580	1636
Gene_01425	11	6	95	36	20	19
Gene_01426	9	1	3	0	6	1
Gene_01427	2	0	0	1	1	1
Gene_01428	2	0	0	0	0	4
Gene_01429	38	25	95	34	36	17
Gene_01430	210	214	1410	540	861	388
Gene_01431	948	832	1327	1695	3487	1342
Gene_01432	482	398	659	1566	978	745
Gene_01433	1	4	28	150	1	2
Gene_01434	20	36	48	18	19	7
Gene_01435	562	294	89	251	242	466
Gene_01436	2	18	25	29	41	26
Gene_01437	15	13	22	12	0	1
Gene_01438	3	1	14	1	11	7
Gene_01439	0	0	0	6	0	2
Gene_01440	10	9	19	22	20	13
Gene_01441	48	22	186	147	50	96
Gene_01442	206	141	71	47	110	138
Gene_01443	95	115	470	487	152	161
Gene_01444	2031	1665	15578	7282	5122	5648
Gene_01445	0	4	2	0	7	0
Gene_01446	0	1	4	14	0	1
Gene_01447	0	0	42	0	0	0
Gene_01448	76	93	870	792	572	144
